"","ownership_dummy","version","prop_a_dummy","prop_d_dummy","prop_f_dummy","prop_i_dummy","ten_plan_dummy","prop_i_ban_dummy","ideology_num","income_num","white_dummy","age","gender_dummy"
"418",0,1,1,1,1,1,1,1,4,2,0,57,1
"419",0,2,1,1,0,1,0,0,4,1,0,50,1
"420",0,2,1,0,1,1,1,1,7,5,0,31,1
"421",0,2,1,1,NA,0,1,NA,2,2,0,27,1
"422",0,2,1,1,1,1,1,1,6,1,0,31,0
"423",0,2,NA,NA,1,NA,1,NA,6,2,0,NA,1
"424",0,2,1,1,1,1,1,0,5,4,1,27,0
"425",0,2,1,1,0,0,NA,1,4,3,0,22,1
"426",0,2,1,NA,NA,NA,1,NA,NA,4,1,29,1
"427",0,2,1,1,1,1,1,1,6,4,0,44,1
"428",0,2,1,1,1,1,1,1,6,2,0,32,0
"429",0,2,0,0,1,1,1,1,6,2,1,50,1
"430",0,2,1,1,1,1,1,NA,6,3,1,35,1
"431",0,2,1,1,1,NA,NA,NA,NA,NA,0,NA,1
"432",0,3,1,1,0,1,0,1,7,4,1,27,0
"433",0,3,1,1,1,1,0,NA,6,4,0,32,1
"434",0,3,0,1,1,1,0,1,4,2,0,38,1
"435",0,3,1,1,0,1,0,NA,2,2,0,28,NA
"436",0,3,1,0,1,1,0,1,5,2,0,58,1
"437",0,3,1,1,1,0,1,NA,5,4,0,35,1
"438",0,3,0,0,1,1,0,1,7,4,1,55,1
"439",0,3,1,0,1,1,0,1,7,1,1,65,1
"440",0,3,1,0,1,1,0,1,6,1,0,28,1
"441",0,3,1,1,0,1,0,0,7,4,0,28,1
"442",0,3,1,1,0,1,0,1,6,2,1,33,0
"443",0,3,1,1,0,0,1,0,NA,NA,0,32,1
"444",0,3,1,1,0,0,0,0,5,4,1,NA,1
"445",0,4,1,1,1,0,0,0,7,NA,1,68,0
"446",0,4,1,1,NA,NA,0,1,6,2,1,24,1
"447",0,4,1,0,0,1,NA,1,NA,4,0,NA,0
"448",0,4,1,1,1,1,0,1,7,4,0,50,1
"449",0,4,1,1,1,1,0,1,7,3,1,48,1
"450",0,4,1,1,0,0,1,0,6,4,0,25,1
"451",0,4,NA,NA,NA,NA,0,NA,6,4,1,38,0
"452",0,4,1,1,1,0,NA,0,5,2,1,25,1
"453",0,4,1,0,1,1,0,NA,6,NA,0,NA,0
"454",0,4,1,0,1,1,0,1,6,2,1,72,1
"455",0,4,1,0,1,0,0,1,6,4,1,46,1
"456",0,5,0,1,1,0,1,0,2,4,1,34,1
"457",0,5,1,1,1,1,1,1,7,5,0,32,1
"458",0,5,1,1,0,1,0,1,7,2,0,35,0
"459",0,5,1,1,1,1,NA,1,7,3,1,39,0
"460",0,5,1,1,1,1,NA,NA,5,4,0,23,1
"461",0,5,1,1,1,1,NA,1,6,5,1,43,0
"462",0,5,1,1,1,1,1,1,7,1,1,69,1
"463",0,5,1,1,0,0,1,0,NA,NA,0,60,0
"464",0,5,1,1,0,1,0,1,6,NA,1,NA,1
"465",0,5,1,1,0,1,1,0,5,4,0,37,0
"466",0,5,1,1,0,1,1,0,6,2,1,62,0
"467",0,6,0,0,0,0,NA,NA,7,2,1,45,1
"468",0,6,1,1,1,1,NA,1,6,3,1,31,1
"469",0,6,1,1,1,0,1,0,6,5,0,31,1
"470",0,6,0,0,1,1,NA,1,NA,2,1,32,1
"471",0,6,0,0,1,1,0,1,7,2,1,37,0
"472",0,6,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"473",0,6,1,1,1,1,1,1,7,2,1,31,1
"474",0,6,1,0,1,1,1,1,4,3,0,36,1
"475",0,6,1,1,0,0,1,0,6,5,1,28,0
"476",0,6,NA,NA,0,0,1,NA,5,1,1,29,1
"477",0,6,1,1,0,1,NA,0,6,2,0,26,0
"478",0,1,1,1,0,0,1,0,6,2,0,28,0
"479",0,1,1,1,0,0,1,0,7,2,1,32,0
"480",0,1,1,1,0,0,1,0,7,5,1,29,1
"481",0,1,1,1,0,0,1,0,5,6,1,33,0
"482",0,1,1,1,1,1,1,1,7,2,0,45,1
"483",0,1,1,NA,1,1,NA,NA,4,2,0,35,1
"484",0,1,1,1,1,1,1,1,7,3,0,NA,0
"485",0,1,NA,NA,NA,NA,NA,NA,6,3,1,39,1
"486",0,1,1,1,0,0,1,NA,5,2,0,41,1
"487",0,1,1,1,1,1,NA,1,7,3,0,28,0
"488",0,1,1,1,1,1,1,NA,6,2,1,74,0
"489",0,1,1,NA,1,1,1,1,2,3,1,50,1
"490",0,1,1,1,1,1,NA,1,7,5,1,38,1
"491",0,1,1,1,0,0,NA,0,6,4,1,53,1
"492",0,1,1,1,1,1,1,NA,6,5,1,37,0
"493",0,1,1,1,1,1,1,1,6,3,1,40,1
"494",0,1,1,1,1,1,1,1,6,2,1,38,1
"495",0,1,1,1,0,1,1,1,6,3,0,44,1
"496",0,1,1,0,1,1,0,1,NA,2,1,31,1
"497",0,2,1,1,0,0,1,0,6,4,0,26,1
"498",0,2,1,1,0,0,NA,0,6,4,1,35,1
"499",0,2,1,1,1,1,1,1,6,4,1,26,0
"500",0,2,1,1,0,0,1,NA,5,5,1,31,1
"501",0,1,1,1,1,1,1,1,6,2,1,60,1
"502",0,1,1,1,1,1,1,NA,6,2,1,29,0
"503",0,1,1,1,1,1,1,1,6,2,1,44,1
"504",0,1,1,0,0,0,NA,0,6,6,1,30,0
"505",0,1,1,0,1,1,1,1,4,2,1,68,1
"506",0,1,1,1,1,0,1,0,7,4,1,40,0
"507",0,1,1,0,1,0,1,0,5,2,1,62,1
"508",0,1,0,0,1,1,1,1,7,6,1,73,1
"509",0,2,1,1,1,1,1,1,5,1,0,47,1
"510",0,2,1,1,1,1,1,NA,6,3,1,26,1
"511",0,2,1,1,0,0,NA,0,6,NA,0,NA,NA
"512",0,2,1,1,1,0,1,0,7,3,1,31,0
"513",0,2,1,1,1,1,1,1,7,4,1,28,0
"514",0,2,1,1,1,1,1,1,7,3,0,25,1
"515",0,2,1,1,1,0,1,NA,6,2,1,38,0
"516",0,2,1,1,0,1,1,1,6,2,1,37,1
"517",0,2,1,NA,0,0,NA,0,6,5,0,30,1
"518",0,2,1,1,1,1,1,NA,6.5,3,1,45,0
"519",0,2,0,1,0,0,NA,0,5,4,0,37,NA
"520",0,2,NA,NA,NA,NA,NA,NA,6,4,1,29,0
"521",0,2,1,1,0,1,1,1,6,3,1,29,0
"522",0,2,1,1,1,1,1,1,6,5,1,31,0
"523",0,2,1,1,1,1,NA,NA,7,2,1,32,1
"524",0,2,1,1,1,1,1,1,6,2,1,35,0
"525",0,2,NA,NA,NA,NA,NA,NA,5,1,1,30,0
"526",0,2,1,1,1,0,1,0,6,6,1,41,1
"527",0,2,1,1,1,0,1,1,6,3,1,28,1
"528",0,2,1,1,1,1,NA,1,7,4,1,62,1
"529",0,3,1,1,1,1,0,1,6,2,0,30,1
"530",0,3,1,0,1,1,0,1,5,5,1,44,0
"531",0,3,1,1,1,1,0,1,6,4,1,30,0
"532",0,3,1,1,1,1,0,1,7,4,1,37,0
"533",0,3,1,1,0,1,0,1,6,2,1,45,1
"534",0,3,1,1,1,1,NA,1,6,1,1,44,1
"535",0,3,1,1,0,1,0,1,5,5,0,29,1
"536",0,3,NA,1,0,0,1,0,6,5,1,29,1
"537",0,3,1,1,0,0,1,0,6,5,1,27,1
"538",0,3,1,1,1,0,0,0,7,5,1,36,1
"539",0,3,1,1,1,1,0,1,6,5,0,46,1
"540",0,3,1,1,1,1,0,1,6,2,0,34,1
"541",0,3,1,1,1,1,0,1,6,4,0,23,0
"542",0,3,1,1,0,0,1,0,5,5,1,28,1
"543",0,3,1,1,1,1,NA,NA,NA,4,1,NA,NA
"544",0,3,1,1,0,0,1,0,6,6,1,34,1
"545",0,3,1,1,1,1,NA,1,4,4,1,42,0
"546",0,3,1,1,0,1,0,1,6,5,1,33,1
"547",0,3,0,1,1,1,0,1,6,6,1,35,1
"548",0,3,1,1,0,0,1,0,6,5,1,24,1
"549",0,3,1,1,1,1,0,1,6,5,1,37,1
"550",0,3,1,1,0,0,1,0,7,5,1,33,0
"551",0,3,1,1,1,1,0,1,6,2,1,38,0
"552",0,3,1,1,1,1,NA,1,6,5,1,34,1
"553",0,3,0,0,1,1,0,1,7,1,1,63,1
"554",0,3,1,0,1,1,0,NA,6,1,1,73,1
"555",0,3,1,1,0,0,0,0,6,3,1,30,1
"556",0,3,1,1,0,0,1,0,5,5,0,29,1
"557",0,3,1,1,1,1,0,1,5,5,1,37,1
"558",0,4,NA,NA,NA,NA,NA,NA,4,2,0,27,1
"559",0,4,NA,NA,NA,1,NA,1,4,4,1,25,1
"560",0,4,1,0,0,1,0,1,5,5,0,56,0
"561",0,4,1,1,1,1,0,1,7,2,1,22,1
"562",0,4,1,1,1,1,0,1,6,3,1,41,0
"563",0,4,1,1,0,0,0,0,6,5,1,30,0
"564",0,4,NA,NA,NA,NA,NA,NA,7,1,0,24,0
"565",0,4,0,0,1,1,0,1,6,NA,0,36,1
"566",0,4,1,1,0,0,0,0,7,2,1,29,1
"567",0,4,1,1,1,1,0,1,7,3,1,46,0
"568",0,4,1,1,1,1,0,1,7,3,1,35,0
"569",0,4,0,0,1,1,0,1,6,5,1,45,1
"570",0,4,1,0,1,0,0,1,7,3,0,35,1
"571",0,4,1,1,1,1,1,0,7,6,1,26,1
"572",0,4,1,0,1,1,0,1,5,3,0,43,1
"573",0,4,0,1,0,0,1,0,4,2,0,27,0
"574",0,4,0,1,1,1,NA,1,7,5,1,38,1
"575",0,4,1,1,0,0,NA,0,6,6,1,33,1
"576",0,4,1,1,0,0,0,0,6,5,1,34,1
"577",0,4,1,1,0,0,0,0,6,6,1,26,1
"578",0,4,1,1,1,1,0,NA,6,3,0,35,0
"579",0,4,1,1,0,0,NA,0,6,4,1,29,1
"580",0,4,0,0,0,0,1,0,4,6,1,36,1
"581",0,4,1,1,0,0,1,0,6,5,1,40,0
"582",0,4,1,1,1,1,0,1,7,3,1,46,NA
"583",0,4,1,1,1,0,0,NA,7,1,1,30,1
"584",0,4,1,0,0,1,0,1,6,2,1,73,1
"585",0,5,1,NA,0,1,1,1,7,3,0,31,1
"586",0,5,0,0,0,0,0,NA,5,2,1,69,0
"587",0,5,0,0,1,1,NA,1,6,3,0,55,1
"588",0,5,1,1,0,0,NA,0,NA,2,1,59,0
"589",0,5,1,1,0,0,1,0,7,4,1,28,1
"590",0,5,1,1,0,0,1,0,7,5,1,42,1
"591",0,5,1,1,1,1,0,NA,6,2,0,32,0
"592",0,5,1,1,1,1,NA,1,5,3,0,44,0
"593",0,5,1,1,1,1,1,1,6,2,1,62,0
"594",0,5,1,1,0,0,1,0,6,4,1,28,1
"595",0,5,1,1,1,1,NA,1,7,1,1,31,0
"596",0,5,1,1,0,1,NA,1,5,5,1,42,1
"597",0,5,1,1,1,0,1,1,7,3,1,27,0
"598",0,5,1,1,0,0,1,0,5,5,1,31,0
"599",0,5,1,1,0,0,1,0,5,4,1,30,1
"600",0,5,1,1,1,1,1,1,7,1,1,65,NA
"601",0,5,1,0,1,1,1,1,4,1,1,59,0
"602",0,5,1,1,1,1,NA,1,6,4,1,NA,1
"603",0,5,NA,NA,NA,NA,NA,NA,7,2,1,26,1
"604",0,5,1,1,1,0,1,0,7,4,0,48,1
"605",0,5,1,0,1,1,NA,1,7,2,1,35,1
"606",0,6,1,1,1,1,1,1,6,2,0,33,1
"607",0,6,1,0,1,1,NA,NA,NA,NA,0,27,0
"608",0,6,0,0,1,1,1,1,7,3,1,69,1
"609",0,6,NA,NA,NA,NA,NA,NA,6,4,1,41,0
"610",0,6,1,1,1,1,1,1,5.5,4,1,45,0
"611",0,6,1,1,1,1,NA,1,6,2,1,37,0
"612",0,6,1,1,1,0,1,0,7,4,1,33,1
"613",0,6,1,1,1,1,NA,1,5,2,0,29,1
"614",0,6,1,1,1,0,1,0,5,1,1,61,1
"615",0,6,0,1,1,1,NA,1,4,NA,0,41,0
"616",0,6,0,0,0,1,NA,0,3,1,1,70,0
"617",0,6,1,0,NA,1,NA,1,7,1,1,37,0
"618",0,6,1,1,0,0,1,0,7,3,1,25,1
"619",0,6,1,1,0,1,1,1,6,5,1,41,1
"620",0,6,1,1,1,1,1,1,5,2,1,43,0
"621",0,6,1,1,1,1,NA,1,6.5,1,1,26,0
"622",0,6,1,1,0,0,1,0,6,3,1,27,1
"623",0,6,1,0,1,1,0,1,6,5,1,63,1
"624",0,6,0,1,0,0,NA,0,5,3,1,38,1
"625",0,6,1,1,0,0,1,NA,6,2,1,61,1
"626",0,1,1,1,1,1,1,1,7,5,1,43,1
"627",0,1,1,1,0,1,1,1,6,2,1,29,0
"628",0,1,1,1,1,1,1,1,6,3,0,38,0
"629",0,1,1,1,1,1,1,1,7,3,1,51,0
"630",0,1,1,1,1,0,NA,0,6,2,0,44,0
"631",0,1,1,1,1,1,1,1,7,4,1,37,1
"632",0,1,1,1,0,0,NA,0,6,4,1,27,0
"633",0,2,1,1,1,0,1,0,5,4,1,30,0
"634",0,2,1,1,0,0,NA,0,3,4,1,24,1
"635",0,2,1,1,1,1,1,1,6,4,0,31,0
"636",0,2,1,1,1,0,1,0,5,6,1,38,1
"637",0,2,1,1,0,0,1,0,5,5,0,27,1
"638",0,3,1,1,1,0,0,NA,6,4,0,37,NA
"639",0,3,1,1,1,1,0,1,6,3,1,50,0
"640",0,3,0,0,1,1,0,1,5,1,0,45,1
"641",0,3,1,1,1,0,0,0,6,5,0,28,0
"642",0,3,NA,1,1,1,NA,NA,7,1,0,75,0
"643",0,3,1,1,1,1,0,1,6,6,0,40,1
"644",0,4,1,1,1,1,NA,NA,NA,NA,0,NA,NA
"645",0,4,1,0,0,1,0,1,5,NA,1,28,0
"646",0,4,1,1,1,1,0,NA,6,3,0,46,0
"647",0,4,1,1,1,1,NA,NA,NA,NA,0,NA,NA
"648",0,5,1,1,1,0,NA,1,6,3,1,32,NA
"649",0,5,1,1,1,1,1,NA,6,5,0,36,1
"650",0,5,0,1,0,0,1,0,4,4,1,42,1
"651",0,5,1,1,1,1,NA,NA,NA,NA,0,NA,NA
"652",0,5,0,0,1,1,NA,1,NA,NA,0,44,0
"653",0,5,1,0,1,1,1,1,7,2,1,64,0
"654",0,5,1,NA,1,1,NA,1,4,1,1,37,1
"655",0,6,1,1,1,1,1,1,4,3,1,50,0
"656",0,6,1,1,1,1,1,1,6,3,1,48,0
"657",0,6,1,0,1,1,NA,1,5,NA,0,38,1
"658",0,6,1,1,0,1,1,1,6,4,1,37,1
"659",0,6,1,1,1,1,1,1,6,3,1,47,0
"660",0,6,NA,NA,NA,NA,NA,NA,5,3,1,42,1
"661",0,1,1,1,1,0,1,0,7,2,1,26,1
"662",0,1,0,0,1,1,1,1,7,3,1,53,0
"663",0,1,1,1,1,1,1,1,5,5,0,35,0
"664",0,1,1,1,0,0,1,0,5,5,1,30,1
"665",0,2,1,1,1,1,1,1,6,3,1,43,0
"666",0,2,1,1,0,0,1,0,5,5,1,33,0
"667",0,2,1,0,0,1,NA,1,6,3,0,47,1
"668",0,2,1,1,0,1,1,1,6,2,1,36,0
"669",0,2,1,1,0,0,1,0,5,5,1,33,1
"670",0,2,1,0,1,1,1,1,7,4,1,45,0
"671",0,3,1,1,0,0,0,0,6,2,0,51,1
"672",0,3,1,1,1,1,0,1,7,1,1,35,1
"673",0,3,1,1,0,1,NA,1,5,5,0,38,1
"674",0,3,1,0,1,1,0,1,5,4,1,NA,0
"675",0,4,1,1,0,0,1,0,6,4,1,32,0
"676",0,4,1,1,0,0,0,0,6,6,1,38,1
"677",0,4,1,1,1,1,0,1,7,2,1,40,0
"678",0,5,1,1,0,0,1,NA,6,5,1,58,0
"679",0,5,1,0,1,1,1,1,NA,NA,0,NA,NA
"680",0,5,1,1,0,0,1,0,5,4,1,39,1
"681",0,5,1,1,1,1,1,1,7,3,1,31,1
"682",0,6,1,0,1,1,1,1,4,3,0,35,0
"683",0,6,1,1,0,0,1,0,6,3,1,34,0
"684",0,6,1,1,1,1,1,1,2,5,1,30,0
"685",0,6,1,1,0,0,1,0,5,6,1,34,1
"686",0,6,1,1,0,0,1,0,7,3,0,35,0
"687",0,6,1,1,1,1,NA,1,7,2,1,28,0
"688",0,1,1,1,0,0,0,0,5,5,1,29,1
"689",0,1,0,1,1,0,0,1,3,2,0,44,NA
"690",0,1,1,1,0,0,0,1,NA,1,0,81,NA
"691",0,1,1,1,1,1,1,1,7,4,0,25,0
"692",0,1,1,1,0,0,NA,0,4,5,1,31,1
"693",0,2,1,1,1,0,1,1,5,4,1,48,0
"694",0,2,1,1,1,1,NA,1,NA,5,0,46,1
"695",0,2,1,1,0,1,1,1,7,2,0,47,0
"696",0,2,1,1,0,0,NA,0,6,5,1,26,1
"697",0,3,1,1,0,NA,0,NA,5,4,1,73,1
"698",0,3,1,1,1,1,0,NA,6,5,0,32,1
"699",0,3,0,0,0,1,0,NA,6,3,0,23,0
"700",0,4,1,1,NA,0,NA,0,4,NA,1,28,NA
"701",0,4,1,1,1,0,0,NA,6,2,1,27,1
"702",0,5,0,1,1,1,1,1,6,3,0,38,1
"703",0,5,1,0,1,0,NA,0,4,3,0,48,1
"704",0,6,1,1,0,0,NA,0,5,4,1,45,1
"705",0,6,0,NA,NA,NA,0,NA,2,2,0,24,0
"706",0,1,1,1,1,1,1,1,NA,1,0,18,0
"707",0,1,1,1,1,1,1,1,7,1,0,26,0
"708",0,1,1,1,1,0,1,0,7,2,1,26,1
"709",0,1,NA,NA,NA,NA,NA,NA,5,2,1,39,1
"710",0,1,1,1,1,1,1,1,7,2,0,29,NA
"711",0,1,1,1,0,0,NA,0,4,4,0,45,1
"712",0,1,1,1,0,0,1,0,6,4,1,35,1
"713",0,1,1,1,1,1,1,1,7,5,1,51,1
"714",0,1,1,1,0,1,1,1,5,4,0,27,1
"715",0,2,1,1,1,1,1,1,7,2,1,43,1
"716",0,2,1,1,1,1,1,1,6,2,0,27,0
"717",0,2,1,0,1,0,1,0,6,4,1,46,1
"718",0,2,1,1,1,1,NA,1,NA,NA,0,NA,NA
"719",0,2,1,1,1,0,1,NA,NA,NA,1,23,0
"720",0,2,1,1,1,1,1,1,7,3,0,42,0
"721",0,2,1,1,1,1,1,1,6,3,1,33,1
"722",0,2,1,1,1,1,1,1,6,3,0,28,1
"723",0,3,1,1,0,1,0,NA,6,3,0,23,1
"724",0,3,1,1,1,1,0,1,5,4,1,46,1
"725",0,3,1,1,1,1,0,1,6,5,0,36,0
"726",0,3,1,1,1,NA,0,NA,7,5,0,30,1
"727",0,4,1,0,1,1,0,1,7,3,0,NA,0
"728",0,4,NA,NA,NA,NA,NA,NA,6,1,1,34,0
"729",0,4,1,1,1,1,0,1,7,1,1,30,0
"730",0,4,1,0,0,0,0,1,4,1,0,43,0
"731",0,4,0,0,1,1,0,1,6,3,0,30,0
"732",0,4,1,1,0,0,NA,0,7,5,1,29,1
"733",0,4,1,1,1,1,0,NA,6,1,0,41,1
"734",0,5,1,1,1,1,NA,NA,7,3,0,51,0
"735",0,5,1,1,1,1,NA,1,7,4,1,58,1
"736",0,5,1,1,0,1,1,1,6,2,1,57,0
"737",0,5,1,1,1,1,NA,NA,6,4,1,39,0
"738",0,5,1,1,1,1,1,1,NA,2,1,67,0
"739",0,5,1,1,1,1,NA,1,7,1,1,24,0
"740",0,5,1,1,1,1,1,1,5,5,1,25,1
"741",0,5,1,1,0,1,1,1,6,6,0,59,0
"742",0,5,1,1,0,0,1,0,7,3,0,45,1
"743",0,6,NA,NA,NA,NA,NA,NA,7,2,0,26,0
"744",0,6,1,1,1,1,NA,NA,6,NA,1,40,1
"745",0,6,1,1,NA,1,NA,NA,6,NA,0,26,1
"746",0,6,1,0,0,1,1,0,NA,1,0,63,NA
"747",0,6,1,1,1,1,1,1,6,4,1,26,1
"748",0,6,NA,NA,NA,NA,NA,NA,7,1,0,NA,0
"749",0,6,0,1,1,1,NA,1,3,NA,1,NA,0
"750",0,6,1,1,0,0,1,1,3.5,1,0,85,1
"751",0,6,1,NA,1,1,1,1,NA,NA,0,NA,0
"752",0,6,1,1,0,0,1,0,6,5,1,33,0
"753",0,1,1,1,1,1,1,1,6,1,0,43,1
"754",0,1,1,0,1,1,1,1,7,3,0,50,0
"755",0,1,1,1,0,0,1,0,6,3,0,26,0
"756",0,1,1,1,1,1,1,1,6,5,1,36,0
"757",0,2,1,0,1,1,NA,NA,NA,3,0,70,1
"758",0,2,1,1,1,1,1,1,7,5,0,38,1
"759",0,2,1,1,1,1,1,1,7,1,0,21,0
"760",0,2,1,1,0,1,1,1,6,2,0,53,1
"761",0,2,1,1,1,NA,1,NA,7,2,0,33,0
"762",0,2,1,1,1,1,1,1,6,2,1,30,0
"763",0,3,1,1,1,1,1,1,5,2,0,20,1
"764",0,3,1,1,1,1,0,1,4,1,0,52,0
"765",0,4,1,1,1,1,0,1,6,5,1,34,0
"766",0,4,1,0,0,1,0,1,6,1,0,25,0
"767",0,4,1,1,1,1,0,1,6,5,0,39,1
"768",0,5,1,1,1,1,NA,1,7,2,1,25,0
"769",0,5,1,0,0,1,NA,1,3,2,0,29,0
"770",0,5,1,1,1,1,NA,1,5,3,0,36,1
"771",0,5,1,1,0,1,NA,NA,5,3,0,31,0
"772",0,5,1,0,0,1,1,1,7,3,0,31,1
"773",0,5,1,1,1,1,0,1,NA,2,1,37,1
"774",0,6,0,0,0,1,0,1,NA,2,0,67,1
"775",0,6,1,1,1,1,NA,1,7,2,1,29,0
"776",0,6,1,1,1,1,1,1,5,3,1,30,1
"777",0,2,1,1,1,1,1,1,7,4,1,27,0
"778",0,1,1,1,0,1,1,1,4,5,0,55,1
"779",0,1,0,0,0,0,1,0,3,3,0,52,1
"780",0,1,0,1,0,0,1,0,4,1,1,68,1
"781",0,1,1,0,1,1,1,1,7,3,0,NA,0
"782",0,1,1,1,1,1,1,NA,6,4,1,32,0
"783",0,1,NA,NA,1,NA,1,NA,7,2,0,60,0
"784",0,1,1,1,1,1,1,1,6,4,0,30,0
"785",0,1,1,0,1,1,NA,1,4,2,0,29,NA
"786",0,1,1,1,0,1,1,1,4,5,0,32,0
"787",0,1,1,0,1,1,1,NA,7,2,0,49,0
"788",0,1,0,0,1,1,NA,NA,6,5,0,47,1
"789",0,2,1,1,1,1,1,1,7,1,1,23,NA
"790",0,2,NA,0,0,1,1,1,5,2,1,27,0
"791",0,2,1,1,1,1,1,1,6,3,0,32,0
"792",0,2,1,0,1,1,NA,1,6,3,0,64,0
"793",0,2,NA,NA,1,0,1,0,NA,NA,0,NA,NA
"794",0,2,1,1,1,1,NA,1,7,4,1,50,0
"795",0,2,1,0,1,1,1,1,NA,4,0,66,1
"796",0,2,1,1,1,0,1,0,6,NA,1,68,1
"797",0,2,1,1,0,0,1,NA,6,3,1,57,0
"798",0,2,1,1,1,1,1,1,NA,2,0,34,0
"799",0,2,1,1,1,1,1,NA,7,2,1,72,0
"800",0,2,0,1,0,0,1,0,3,2,1,34,1
"801",0,2,NA,NA,NA,NA,1,1,4,1,0,26,0
"802",0,2,1,0,1,1,1,NA,6,3,1,47,0
"803",0,2,NA,NA,NA,NA,NA,NA,5,5,0,43,0
"804",0,3,1,1,1,0,0,0,5,2,1,56,0
"805",0,3,1,1,1,1,0,1,4,4,1,49,1
"806",0,3,1,1,1,1,0,1,6,4,1,31,0
"807",0,3,0,1,1,1,0,NA,6,2,0,25,0
"808",0,3,1,1,1,1,0,1,6,3,0,26,1
"809",0,3,1,1,1,1,0,1,6,6,0,47,1
"810",0,3,1,1,0,0,0,0,7,5,0,29,0
"811",0,3,1,1,1,0,1,0,7,4,1,NA,1
"812",0,3,1,1,1,0,1,0,6,4,1,34,1
"813",0,3,0,0,0,0,0,NA,5,3,1,27,0
"814",0,3,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA
"815",0,4,1,1,1,1,0,1,6,2,1,71,1
"816",0,4,1,1,1,1,NA,1,6,3,0,31,1
"817",0,4,1,1,1,1,0,1,7,4,1,61,1
"818",0,4,1,1,1,1,0,1,4,2,1,62,0
"819",0,4,1,1,1,0,0,0,6,3,1,57,1
"820",0,4,1,1,1,0,0,NA,5,2,1,31,1
"821",0,4,0,0,1,0,1,NA,6,4,1,29,1
"822",0,4,1,1,0,0,0,0,5,1,1,24,0
"823",0,4,1,0,0,0,0,0,7,1,0,63,0
"824",0,4,1,1,1,1,0,1,4,3,1,31,0
"825",0,4,0,0,0,0,NA,NA,6,2,1,66,1
"826",0,5,1,1,1,0,1,0,7,4,1,NA,1
"827",0,5,1,1,1,1,1,1,7,5,1,41,0
"828",0,5,1,1,1,1,1,1,6,4,1,33,1
"829",0,5,1,1,1,1,NA,0,4,3,1,54,0
"830",0,5,1,1,0,0,1,0,7,1,1,61,0
"831",0,5,1,1,1,0,NA,0,7,2,1,44,0
"832",0,5,1,1,1,0,1,0,6,4,1,36,0
"833",0,5,1,1,1,1,1,0,4,4,1,39,1
"834",0,5,1,1,0,1,1,1,6,2,1,23,0
"835",0,5,1,1,0,0,1,0,6,6,1,38,1
"836",0,5,1,1,1,1,1,1,6,3,1,56,1
"837",0,5,0,0,1,1,0,1,5,4,1,28,0
"838",0,6,1,1,1,1,1,NA,5,3,1,62,1
"839",0,6,1,1,0,0,1,0,5,3,1,NA,1
