"","own","prop_a_dummy","prop_d_dummy","prop_f_dummy","prop_i_dummy","prop_i_ban_dummy","supply_dummy","rent_control","income_cat","ideology","whitenh"
"1252",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1253",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1254",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1255",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1256",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"1257",0,1,1,1,1,1,1,0,5,6,1
"1258",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1259",NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"1260",NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1264",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1265",0,1,1,1,1,NA,NA,0,NA,5,0
"1266",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1267",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1268",0,1,1,0,1,1,0,1,2,6,1
"1269",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1270",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1271",0,1,1,0,1,1,1,1,2,6,1
"1272",NA,1,1,1,0,1,NA,NA,NA,NA,NA
"1273",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1274",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1275",0,1,1,0,0,0,1,1,1,6,0
"1276",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",NA,NA,0,1,0,0,NA,NA,NA,NA,NA
"1279",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1280",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1281",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1282",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1283",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1284",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1285",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1286",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1287",NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"1288",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1289",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1290",NA,1,0,1,NA,NA,NA,NA,NA,NA,NA
"1291",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1292",0,1,1,1,1,1,NA,1,4,7,1
"1293",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1294",NA,1,0,0,0,1,NA,NA,NA,NA,NA
"1295",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1296",1,0,1,1,0,0,1,0,4,3,0
"1297",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1298",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1299",NA,NA,0,0,1,1,NA,NA,NA,NA,NA
"1300",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1301",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1302",NA,1,1,1,1,0,NA,NA,NA,NA,NA
"1303",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1304",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1305",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1306",NA,0,1,0,1,1,NA,NA,NA,NA,NA
"1307",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1308",1,0,0,0,0,0,1,0,4,6,0
"1309",NA,0,1,1,0,NA,NA,NA,NA,NA,NA
"1310",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1311",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1312",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1313",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1314",NA,0,1,0,1,0,NA,NA,NA,NA,NA
"1315",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1316",NA,NA,0,1,1,1,NA,NA,NA,NA,NA
"1317",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1320",NA,0,0,0,1,NA,NA,NA,NA,NA,NA
"1321",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1322",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1323",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1324",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1325",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1326",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1327",NA,0,1,0,NA,0,NA,NA,NA,NA,NA
"1328",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1329",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1330",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1333",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1334",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1335",NA,1,0,0,0,NA,NA,NA,NA,NA,NA
"1336",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1337",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1338",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1339",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1340",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1341",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1342",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1343",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1344",NA,1,1,NA,0,NA,NA,NA,NA,NA,NA
"1345",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"1346",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1347",NA,0,0,1,0,1,NA,NA,NA,NA,NA
"1348",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1349",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1350",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352",0,1,1,1,1,1,0,0,4,7,1
"1353",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1354",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1355",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1356",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1357",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1358",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1359",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1360",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1361",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1362",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1363",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367",0,1,1,0,0,0,1,1,NA,5,1
"1368",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1369",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1370",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1371",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1372",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1373",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1374",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1375",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1376",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1377",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1378",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1379",NA,1,0,0,0,NA,NA,NA,NA,NA,NA
"1380",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1381",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383",NA,0,1,0,1,1,NA,NA,NA,NA,NA
"1384",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1385",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1386",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1387",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1388",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1389",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1390",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1391",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1392",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1393",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1394",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1395",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1396",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1397",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1398",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1399",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1403",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1404",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1405",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1406",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1409",NA,0,0,0,1,0,NA,NA,NA,NA,NA
"1410",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1411",NA,0,0,1,0,NA,NA,NA,NA,NA,NA
"1412",1,1,1,1,0,0,1,0,5,5,1
"1413",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1414",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1415",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1416",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1417",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1418",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1419",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1420",NA,1,0,1,0,0,NA,NA,NA,NA,NA
"1421",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1422",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1423",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1424",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1425",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1426",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1427",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1428",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1429",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1430",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1431",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1432",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1433",NA,0,0,0,0,1,NA,NA,NA,NA,NA
"1434",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1435",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1436",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1437",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1438",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1439",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1440",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1441",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"1442",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1443",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1444",NA,0,1,0,1,1,NA,NA,NA,NA,NA
"1445",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1446",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1447",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1448",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1449",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1450",NA,1,0,0,1,0,NA,NA,NA,NA,NA
"1451",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1452",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1453",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1454",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1455",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1456",NA,0,1,0,1,1,NA,NA,NA,NA,NA
"1457",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1458",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1459",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1460",1,1,1,0,0,0,1,0,6,5,1
"1461",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1462",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1463",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1464",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1465",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1466",NA,0,1,1,1,1,NA,NA,NA,NA,NA
"1467",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1468",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1469",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1470",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1471",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1472",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1473",0,1,1,1,1,1,NA,1,2,6,1
"1474",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1475",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1476",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1477",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1480",NA,1,0,0,1,NA,NA,NA,NA,NA,NA
"1481",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1482",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1483",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1484",NA,1,0,1,0,1,NA,NA,NA,NA,NA
"1485",NA,1,0,0,1,NA,NA,NA,NA,NA,NA
"1486",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1489",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1490",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA
"1491",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1492",0,1,1,1,1,1,NA,0,NA,5,1
"1493",0,1,1,0,0,0,1,1,5,4,1
"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1496",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1497",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1498",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1499",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1500",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1501",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1502",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1503",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1504",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1505",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1506",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1507",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1508",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1509",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1510",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1511",0,1,1,0,1,1,NA,1,1,7,0
"1512",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1515",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1516",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518",1,1,1,1,1,1,1,0,NA,6,0
"1519",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1520",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1521",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1522",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1523",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1524",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1525",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1526",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1527",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1528",NA,1,0,1,0,1,NA,NA,NA,NA,NA
"1529",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1530",NA,1,0,1,0,0,NA,NA,NA,NA,NA
"1531",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1532",NA,1,0,0,0,NA,NA,NA,NA,NA,NA
"1533",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1534",NA,1,1,1,1,0,NA,NA,NA,NA,NA
"1535",NA,1,0,1,0,1,NA,NA,NA,NA,NA
"1536",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1537",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1538",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1539",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1540",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1541",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1542",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1543",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1544",1,0,0,1,1,NA,1,0,NA,NA,0
"1545",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1546",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1547",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1548",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1549",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1550",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1551",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1552",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1553",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1554",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1555",NA,NA,0,NA,1,1,NA,NA,NA,NA,NA
"1556",NA,NA,1,1,1,1,NA,NA,NA,NA,NA
"1557",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1558",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1559",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1560",NA,0,1,0,1,1,NA,NA,NA,NA,NA
"1561",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1562",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1563",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1564",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1565",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1566",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1567",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1568",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1569",NA,NA,1,0,0,0,NA,NA,NA,NA,NA
"1570",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1571",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1572",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1573",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1574",0,1,0,1,1,1,0,1,NA,4,0
"1575",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1578",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1579",NA,1,1,1,0,1,NA,NA,NA,NA,NA
"1580",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1581",1,1,1,1,0,0,1,0,NA,NA,0
"1582",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1583",NA,1,NA,0,1,1,NA,NA,NA,NA,NA
"1584",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1585",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1586",0,1,1,0,1,1,1,1,5,6,1
"1587",NA,0,1,0,0,NA,NA,NA,NA,NA,NA
"1588",0,1,1,0,1,0,0,1,4,5,1
"1589",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1591",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1592",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1593",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1594",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1595",0,1,1,1,0,1,1,0,4,5,1
"1596",0,0,1,1,0,0,1,1,4,5,1
"1597",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1598",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1599",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1600",0,NA,NA,NA,NA,NA,0,1,2,7,1
"1601",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1602",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1605",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1606",NA,0,0,1,NA,NA,NA,NA,NA,NA,NA
"1607",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1608",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1609",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1610",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"1611",0,0,0,1,1,1,1,0,5,6,1
"1612",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1613",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1614",0,1,1,0,0,0,1,0,4,6,1
"1615",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1616",NA,1,1,1,1,0,NA,NA,NA,NA,NA
"1617",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1618",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1619",0,0,1,0,0,0,1,0,NA,NA,0
"1620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1622",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1623",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1624",0,1,1,1,1,1,1,0,2,7,0
"1625",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1626",NA,1,1,1,1,0,NA,NA,NA,NA,NA
"1627",NA,1,0,1,0,0,NA,NA,NA,NA,NA
"1628",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1629",NA,1,1,0,1,1,NA,0,NA,NA,0
"1630",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1631",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1632",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"1633",1,1,1,0,1,1,1,0,4,5,1
"1634",0,1,0,0,0,1,0,0,4,5,1
"1635",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1636",NA,1,NA,1,1,1,NA,NA,NA,NA,NA
"1637",0,1,1,1,1,1,1,1,2,6,0
"1638",NA,1,1,1,0,1,NA,NA,NA,NA,NA
"1639",NA,0,0,1,0,1,NA,NA,NA,NA,NA
"1640",0,1,1,1,1,1,1,0,NA,6,0
"1641",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1642",1,1,1,1,1,1,0,1,NA,6,0
"1643",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1644",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1645",0,1,1,0,0,0,1,0,4,7,1
"1646",NA,1,0,NA,1,NA,NA,NA,NA,NA,NA
"1647",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1648",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1649",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1650",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1651",NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"1652",0,NA,NA,NA,NA,NA,NA,0,2,7,0
"1653",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1654",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1655",0,1,1,0,0,1,1,1,5,6,1
"1656",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1657",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1658",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1659",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1660",NA,1,0,0,1,1,NA,NA,NA,NA,NA
